Year,Model,Color,Drivetrain,Base MSRP,Markup,Dealer Price,Shipping Status,Pre-Sold,Hold Status,VIN,Dealer,Dealer Website,Dealer State,Image
2023,XLE,Wind Chill Pearl,FWD,27715,5580.0,33295.0,Factory to port,False,,7MUDAAAG6PV22A485,Kearny Mesa Toyota,https://www.kearnymesatoyota.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/3527a5d8546ee814f8f1c0af7440537af72b6090d616ef984d7df72d97265809_MY22_Corolla-Cross_US_XLE_089_002_DS_Front_3_4_6K.png
2023,XLE,Sonic Silver,FWD,27715,1979.0,29694.0,Factory to port,False,,7MUDAAAG6PV22A745,Norm Reeves Toyota San Diego,https://www.normreevestoyotasandiego.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/84ef6f54f632709dddb98df7c5bf316a149473086d6db948ea606aa4af77a5b9_MY22_Corolla-Cross_US_XLE_D11_002_DS_Front_3_4_6K.png
2023,XLE,Blue Crush Metallic,FWD,27165,0.0,27165.0,Factory to port,False,DealerHold,7MUDAAAG7PV042887,Keyes Toyota,https://www.keyestoyota.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/fefea8b4fab59219570dcee3056b6f4ef79cdc9b97c317e26e4f7e5ecd119f2d_MY22_Corolla-Cross_US_XLE_8W7_002_DS_Front_3_4_6K.png
2023,XLE,Sonic Silver,FWD,27165,0.0,27165.0,Port to dealer,False,,7MUDAAAG7PV051413,Mountain States Toyota,https://www.mountainstatestoyota.com,CO,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/84ef6f54f632709dddb98df7c5bf316a149473086d6db948ea606aa4af77a5b9_MY22_Corolla-Cross_US_XLE_D11_002_DS_Front_3_4_6K.png
2023,XLE,Celestite,FWD,27165,0.0,27165.0,Port to dealer,False,DealerHold,7MUDAAAG7PV052299,Toyota Walnut Creek,https://www.toyotawc.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/a88197c5edb2a56670dacb15cc3c7d2a635a95355444d0025bef52d79fa7e77e_MY22_Corolla-Cross_US_XLE_1K3_002_DS_Front_3_4_6K.png
2023,XLE,Barcelona Red Metallic,FWD,27165,1899.0,29064.0,Factory to port,True,Available,7MUDAAAG7PV052674,Vic Vaughan Toyota of Boerne,https://www.vicvaughantoyotaofboerne.com,TX,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/feef4ebb508e37ce97d706ffe5cf3f257006ed0394902fee60dbb65acdbc613f_MY22_Corolla-Cross_US_XLE_3R3_002_DS_Front_3_4_6K.png
2023,XLE,Blue Crush Metallic,FWD,27165,0.0,27165.0,Port to dealer,False,,7MUDAAAG7PV052822,Elk Grove Toyota,https://www.elkgrovetoyota.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/fefea8b4fab59219570dcee3056b6f4ef79cdc9b97c317e26e4f7e5ecd119f2d_MY22_Corolla-Cross_US_XLE_8W7_002_DS_Front_3_4_6K.png
2023,XLE,Barcelona Red Metallic,FWD,27165,0.0,27165.0,Factory to port,True,DealerHold,7MUDAAAG7PV053016,Mike Calvert Toyota,https://www.mikecalverttoyota.com,TX,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/feef4ebb508e37ce97d706ffe5cf3f257006ed0394902fee60dbb65acdbc613f_MY22_Corolla-Cross_US_XLE_3R3_002_DS_Front_3_4_6K.png
2023,XLE,Wind Chill Pearl,FWD,27165,0.0,27165.0,Port to dealer,True,DealerHold,7MUDAAAG7PV053212,Freeman Toyota,https://www.freeman-toyota.com,CA,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/3527a5d8546ee814f8f1c0af7440537af72b6090d616ef984d7df72d97265809_MY22_Corolla-Cross_US_XLE_089_002_DS_Front_3_4_6K.png
2023,XLE,Jet Black,FWD,27165,0.0,27165.0,Port to dealer,False,,7MUDAAAG7PV053484,Dolan Toyota,https://www.dolanrenotoyota.com,NV,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/48e110f91c7694632385b2c62619aaf6377de71127a241c96c4b369c68330490_MY22_Corolla-Cross_US_XLE_D10_002_DS_Front_3_4_6K.png
2023,XLE,Jet Black,FWD,27715,1995.0,29710.0,Factory to port,True,DealerHold,7MUDAAAG7PV053713,Cavender Toyota,https://www.cavendertoyota.com,TX,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/48e110f91c7694632385b2c62619aaf6377de71127a241c96c4b369c68330490_MY22_Corolla-Cross_US_XLE_D10_002_DS_Front_3_4_6K.png
2023,XLE,Celestite,FWD,27715,0.0,27715.0,Factory to port,False,,7MUDAAAG7PV053842,Al Hendrickson Toyota,https://www.alhendricksontoyota.com,FL,https://media.rti.toyota.com/config/pub/static/images/TOY/2022/corollacross/exteriorcolor/carjellyimage/a88197c5edb2a56670dacb15cc3c7d2a635a95355444d0025bef52d79fa7e77e_MY22_Corolla-Cross_US_XLE_1K3_002_DS_Front_3_4_6K.png
